Node,SIR
0,7.998
1,1.305
2,1.222
3,1.397
4,1.173
5,1.282
6,1.157
7,1.64
8,1.148
9,2.635
10,1.37
11,1.051
12,1.139
13,1.919
14,1.232
15,1.305
16,1.253
17,1.264
18,1.051
19,1.28
20,1.262
21,3.476
22,1.227
23,1.285
24,1.316
25,2.438
26,2.851
27,1.118
28,1.639
29,1.259
30,1.595
31,1.749
32,1.136
33,1.048
34,1.185
35,1.051
36,1.216
37,1.074
38,1.228
39,1.642
40,2.017
41,1.356
42,1.074
43,1.077
44,1.162
45,1.325
46,1.098
47,1.07
48,1.387
49,1.174
50,1.249
51,1.173
52,1.087
53,1.552
54,1.184
55,1.756
56,3.414
57,1.662
58,4.972
59,1.539
60,1.254
61,1.072
62,1.602
63,1.375
64,1.145
65,1.284
66,1.418
67,3.44
68,1.212
69,1.24
70,1.103
71,1.063
72,1.558
73,1.2
74,1.034
75,1.326
76,1.123
77,1.425
78,1.144
79,1.321
80,1.373
81,1.086
82,1.851
83,1.161
84,1.383
85,1.357
86,1.119
87,2.225
88,2.127
89,1.158
90,1.072
91,1.174
92,1.293
93,1.198
94,1.405
95,1.126
96,1.14
97,1.098
98,2.247
99,1.237
100,1.2
101,1.306
102,1.296
103,2.388
104,2.03
105,1.373
106,1.165
107,125.882
108,1.545
109,2.106
110,1.131
111,1.365
112,1.066
113,1.981
114,1.082
115,1.337
116,1.496
117,1.172
118,2.054
119,2.513
120,2.478
121,1.231
122,3.709
123,1.962
124,1.116
125,2.104
126,1.166
127,1.242
128,1.933
129,1.186
130,1.339
131,1.123
132,1.313
133,1.337
134,1.472
135,1.185
136,66.783
137,1.354
138,1.055
139,1.176
140,1.362
141,1.644
142,2.506
143,1.29
144,1.216
145,1.063
146,1.472
147,1.125
148,1.48
149,1.244
150,1.218
151,1.152
152,1.125
153,1.07
154,1.08
155,1.079
156,1.992
157,1.129
158,1.526
159,1.49
160,1.097
161,2.055
162,1.192
163,1.317
164,1.102
165,1.258
166,1.122
167,1.148
168,1.268
169,4.158
170,2.304
171,3.936
172,2.086
173,1.267
174,1.099
175,1.302
176,1.405
177,1.183
178,1.228
179,1.079
180,1.316
181,1.16
182,1.119
183,1.074
184,1.576
185,1.62
186,2.589
187,1.345
188,2.273
189,1.298
190,1.093
191,1.077
192,1.143
193,1.092
194,1.325
195,1.257
196,1.729
197,1.298
198,1.352
199,2.209
200,2.718
201,1.102
202,1.436
203,2.429
204,1.545
