Node,SIR
0,1.492
1,1.701
1084,1.519
946,1.323
2,2.246
3,2.312
4,2.297
5,2.3
6,2.253
7,2.177
8,1.428
9,2.516
10,2.113
11,2.079
1424,1.758
1425,1.711
1532,1.507
12,3.103
13,2.208
14,2.147
15,2.27
1047,2.551
1048,2.562
1049,2.529
1050,2.561
16,1.439
17,1.477
18,1.439
20,1.451
21,1.484
22,1.422
23,1.868
24,2.465
25,2.577
201,2.352
202,2.307
369,1.857
27,1.45
28,1.477
29,1.442
30,22.724
31,6.036
32,5.569
33,31.617
34,30.801
54,31.244
131,15.782
327,14.055
402,14.068
840,20.84
894,9.681
51,20.524
52,16.69
53,26.782
132,25.785
133,25.798
134,24.733
190,11.7
375,12.812
376,12.166
377,13.206
464,7.248
485,7.272
488,13.94
489,13.707
507,11.556
508,12.053
509,12.11
561,25.992
562,24.96
839,16.963
1008,10.174
1190,19.85
1191,20.032
1228,16.996
1229,16.872
1295,11.078
1529,12.012
1550,17.87
1551,14.496
652,16.815
654,18.938
655,16.698
657,15.85
756,22.765
760,11.273
761,20.308
762,15.209
763,15.134
865,9.686
1130,13.753
35,2.9
36,2.81
37,2.888
38,2.866
39,2.885
40,2.795
42,1.211
43,1.201
44,3.792
45,4.137
46,8.706
609,2.77
610,2.228
611,2.737
612,2.44
78,17.79
191,4.73
192,4.148
193,4.298
194,6.132
428,4.16
596,7.06
1361,3.787
1362,4.083
1363,2.995
47,3.606
48,7.605
49,3.688
50,3.247
216,15.654
217,8.642
218,12.075
55,13.589
56,13.331
57,6.778
58,6.21
1024,8.208
1025,7.221
1315,11.588
1468,11.725
1469,11.502
1470,10.231
90,4.171
184,6.71
547,8.067
893,12.937
934,6.135
1461,5.338
685,2.177
59,1.475
60,1.454
61,1.44
62,11.931
63,9.106
64,6.809
65,5.761
362,9.496
805,10.39
806,10.425
807,9.97
808,7.635
1016,6.448
1070,9.397
1071,10.398
1072,9.364
1073,9.628
1562,8.505
1563,8.504
1564,8.756
1565,8.424
1566,8.585
1567,8.668
795,3.611
796,3.795
797,3.646
798,3.441
66,1.485
67,1.496
68,1.459
69,12.487
70,7.688
71,13.001
72,11.25
97,11.97
310,5.636
709,8.853
710,6.375
757,10.423
758,11.47
977,7.865
1082,3.715
1083,4.54
149,9.489
150,18.236
151,16.743
157,4.187
158,4.339
736,4.081
737,4.316
235,3.747
443,4.609
738,3.709
73,2.259
74,2.086
75,2.272
76,3.293
522,4.97
1381,2.368
1588,2.546
77,6.408
79,6.857
80,6.32
121,10.836
281,13.868
305,9.746
306,8.648
307,12.462
308,10.369
309,10.524
370,5.806
371,7.927
490,7.674
641,4.463
646,4.976
759,9.368
853,5.758
1005,4.68
1121,6.04
1122,5.198
1123,7.603
1172,5.001
1195,6.434
1196,6.643
1197,6.515
81,1.545
82,2.056
83,1.561
563,2.142
1498,1.356
84,1.427
85,1.453
86,1.481
87,1.561
88,2.049
711,1.617
976,2.034
991,1.342
91,1.45
92,1.513
93,1.471
94,12.713
95,8.147
96,13.49
98,8.604
99,9.078
100,8.119
225,14.229
708,8.004
700,4.775
701,5.005
702,4.965
1177,6.022
1481,4.425
1482,4.282
102,1.472
103,1.474
104,1.505
105,1.488
106,1.676
107,1.505
859,1.302
108,1.208
109,1.187
111,1.184
112,1.207
113,1.356
114,2.078
1162,3.679
1163,1.846
116,1.486
117,2.478
935,2.425
936,2.354
937,2.454
938,2.358
118,1.722
119,1.301
439,1.721
441,1.571
120,3.199
548,4.352
549,4.356
550,4.737
764,14.357
765,14.973
1030,3.62
1255,8.272
122,1.469
123,1.421
124,1.501
126,6.292
127,10.237
128,5.919
770,6.317
771,6.075
772,5.294
773,6.379
517,15.024
1021,5.313
1022,5.528
1023,4.695
1460,8.461
129,1.181
130,1.211
203,8.374
135,2.467
136,6.15
223,4.911
585,2.933
586,3.012
587,3.319
729,2.534
137,1.209
138,1.197
