Node,SIR
0,1.094
747,2.835
1,3.4
4257,3.238
2194,8.343
580,1.077
6478,8.28
1222,2.502
5735,1.971
7146,1.293
2204,11.205
126,1.852
2639,2.033
2,1.514
562,1.303
1492,1.525
6,2.404
5303,2.186
7128,1.868
4154,1.729
5179,1.094
3,5.602
1728,3.099
4560,3.796
5060,6.049
1351,3.506
6503,3.938
7089,5.796
4319,11.25
6095,7.62
272,1.242
4433,8.461
2900,1.545
3381,16.657
5943,5.807
2107,5.621
6940,4.894
2013,2.562
6046,5.817
5823,8.711
4,1.057
5770,1.461
5,1.781
5454,16.613
5856,1.644
667,3.877
6180,2.752
598,2.063
870,1.638
3079,2.188
1834,2.607
6283,1.481
7340,1.815
7279,1.946
342,1.641
4405,1.121
1462,3.106
1284,1.87
1551,1.6
3291,1.438
167,3.312
7,2.747
177,1.65
6243,1.314
7589,4.982
2854,23.907
6931,21.653
6250,1.623
428,1.11
2142,3.721
8,1.052
1686,1.432
9,1.603
4481,1.058
1795,4.677
2660,1.275
6053,1.069
246,1.199
3843,1.385
6441,3.074
366,1.485
10,1.109
5489,3.1
11,3.359
5240,1.322
618,3.278
2412,11.866
1325,5.318
4919,21.655
12,2.266
5274,22.912
3807,6.651
13,17.383
1794,11.319
3971,5.903
1223,21.762
6152,5.857
5385,1.929
1509,29.559
524,39.555
4770,13.586
1937,38.464
7315,9.723
1817,19.558
6298,13.323
2266,11.382
3557,23.007
5857,33.066
866,23.09
2789,2.978
3559,12.027
4904,24.7
6565,12.076
5355,22.755
620,1.901
110,32.849
2835,27.684
3316,6.543
6712,30.665
1850,19.276
4860,24.808
4606,15.908
14,1.476
5862,6.024
2155,3.849
6438,3.422
3086,3.197
15,3.099
3530,33.788
7580,4.25
3029,1.317
4375,2.911
16,18.675
7296,8.511
2626,15.929
131,15.15
6323,19.554
1799,20.019
3103,30.967
5578,32.85
7435,15.49
1677,30.334
5072,4.729
4008,9.146
3410,16.564
6446,29.801
4184,3.366
5725,21.802
1349,24.471
5088,1.731
6544,19.822
2530,3.204
1956,16.269
38,3.459
550,17.821
6567,12.75
4968,4.6
1005,29.867
6126,15.256
1905,13.943
3699,3.791
773,1.724
1016,6.876
2751,11.16
3324,7.0
766,16.567
6101,34.552
17,17.364
6105,72.748
4242,25.752
7237,95.057
1334,81.485
951,71.996
1337,11.577
3165,59.092
18,5.369
6372,1.395
4042,4.897
3596,5.141
7185,1.487
